"","time","S","E","I","R"
"1097",11.96,112796199.729142,0.098677418323961,6.2922088099907,41.696232042577
"1098",11.97,112785621.331309,0.098218342632313,6.28181623397825,41.7017683125967
"1099",11.98,112775043.991263,0.0977619561268157,6.27143993831462,41.7072871715656
"1100",11.99,112764467.708899,0.0973082429891226,6.26107990338369,41.7127886531364
"1101",12,112753892.484109,0.0968571874939407,6.2507361095554,41.718272790885
"1102",12.01,112743318.31679,0.0964087740084829,6.24040853718602,41.7237396183105
"1103",12.02,112732745.206834,0.095962986991924,6.23009716661846,41.7291891688355
"1104",12.03,112722173.154136,0.0955198109948594,6.21980197818261,41.7346214758065
"1105",12.04,112711602.158591,0.0950792306587676,6.20952295219555,41.740036572494
"1106",12.05,112701032.220093,0.0946412307154756,6.19926006896192,41.7454344920926
"1107",12.06,112690463.338535,0.094205795986627,6.18901330877419,41.7508152677216
"1108",12.07,112679895.513813,0.0937729113831541,6.17878265191291,41.7561789324251
"1109",12.08,112669328.745821,0.0933425619047526,6.16856807864707,41.7615255191718
"1110",12.09,112658763.034452,0.092914732639359,6.1583695692343,41.7668550608561
